Special Number,Month,Season,Total Weight,Recycle,Non-Recycle,Blue Net,Latitude,Longitude,Orientation,WindDirection,WindSpeed,Sediment,WidthLength,Coastline cleaned,Road Network,Tourist Business,Region
8671,6,Summer,0,0,0,0,36.484167,22.501833,West,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8672,6,Summer,0,0,0,0,36.678833,22.828889,West,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8673,6,Summer,0,0,0,0,36.664028,22.821528,West,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8674,6,Summer,0,0,0,0,36.663028,22.820806,West,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8675,6,Summer,0,0,0,0,36.66,22.8215,South,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8677,6,Summer,0,0,0,0,36.659167,22.821556,South,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8678,6,Summer,0,0,0,0,36.796778,22.608472,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8679,6,Summer,0,0,0,0,36.661639,22.817639,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8680,6,Summer,0,0,0,0,36.662056,22.818444,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8681,6,Summer,0,0,0,0,36.662917,22.819444,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8682,6,Summer,35,3,32,0,36.672306,22.80775,South,ENE,2.5,Mixed,1614,61,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8683,6,Summer,0,0,0,0,36.790056,22.787694,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8684,6,Summer,0,0,0,0,36.785472,22.790833,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8685,6,Summer,0,0,0,0,36.783028,22.792778,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8686,6,Summer,0,0,0,0,36.780472,22.794083,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8687,6,Summer,0,0,0,0,36.68775,22.808944,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8688,6,Summer,0,0,0,0,36.690333,22.812639,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8689,6,Summer,0,0,0,0,36.777194,22.79375,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8690,6,Summer,0,0,0,0,36.775611,22.79375,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8691,6,Summer,0,0,0,0,36.692667,22.811528,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8692,6,Summer,0,0,0,0,36.697056,22.810028,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8693,6,Summer,0,0,0,0,36.768194,22.797111,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8694,6,Summer,0,0,0,0,36.709833,22.821028,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8695,6,Summer,0,0,0,0,36.763111,22.796778,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8696,6,Summer,0,0,0,0,36.762556,22.796306,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8697,6,Summer,0,0,0,0,36.710944,22.821167,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8698,6,Summer,0,0,0,0,36.761861,22.795889,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8699,6,Summer,0,0,0,0,36.761417,22.795361,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8700,6,Summer,0,0,0,0,36.712667,22.820611,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8701,6,Summer,0,0,0,0,36.732306,22.814,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8702,6,Summer,0,0,0,0,36.718417,22.818583,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8703,6,Summer,0,0,0,0,36.719806,22.818139,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8704,6,Summer,0,0,0,0,36.729417,22.814611,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8705,6,Summer,0,0,0,0,36.721167,22.818472,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8706,6,Summer,0,0,0,0,36.727472,22.815611,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8707,6,Summer,0,0,0,0,36.723611,22.818083,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8708,6,Summer,0,0,0,0,36.725556,22.817028,East,ENE,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8709,6,Summer,764,243,306,215,36.721167,22.818472,East,N,2.5,Mixed,16263,570,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8710,6,Summer,0,0,0,0,36.700889,21.889083,East,N,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8712,6,Summer,0,0,0,0,36.725556,22.817028,East,N,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8713,6,Summer,106,41,65,0,36.746167,21.771917,East,N,2.5,Mixed,153,11,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8714,6,Summer,929,320,349,260,36.717306,21.767083,East,N,2.5,Mixed,6789,500,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8715,6,Summer,0,0,0,0,36.718722,21.876944,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8716,6,Summer,0,0,0,0,36.720861,21.875333,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8717,6,Summer,0,0,0,0,36.722472,21.874583,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8718,6,Summer,0,0,0,0,36.730028,21.870917,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8719,6,Summer,0,0,0,0,36.739389,21.8695,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8721,6,Summer,0,0,0,0,36.743778,21.866944,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8722,6,Summer,0,0,0,0,36.749028,21.862861,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8723,6,Summer,0,0,0,0,36.760139,21.844972,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8725,6,Summer,0,0,0,0,36.766222,21.842306,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8726,6,Summer,0,0,0,0,36.766111,21.841111,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8730,6,Summer,0,0,0,0,36.804944,21.816833,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8731,6,Summer,0,0,0,0,36.805167,21.815528,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8732,6,Summer,0,0,0,0,36.805194,21.815194,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8733,6,Summer,0,0,0,0,36.807222,21.811389,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8734,6,Summer,0,0,0,0,36.805028,21.804611,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8735,6,Summer,0,0,0,0,36.798306,21.777417,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8736,6,Summer,0,0,0,0,36.796306,21.776444,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8737,6,Summer,0,0,0,0,36.797778,21.773667,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8738,6,Summer,0,0,0,0,36.798333,21.772,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8739,6,Summer,0,0,0,0,36.795472,21.764278,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8740,6,Summer,0,0,0,0,36.799278,21.768667,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8741,6,Summer,0,0,0,0,6.786833,21.761444,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8742,6,Summer,0,0,0,0,36.786472,21.760806,East,N,5.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8743,6,Summer,0,0,0,0,36.714583,21.767222,East,N,2.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8745,7,Summer,116,55,55,6,36.732667,21.77675,East,N,3.5,Mixed,364,18,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8747,7,Summer,212,27,81,104,36.715444,21.767972,East,N,3.5,Mixed,447,40,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8748,7,Summer,262,108,98,56,36.710833,21.765722,East,N,3.5,Mixed,925,20,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8749,7,Summer,0,0,0,0,36.754778,21.743694,West,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8750,7,Summer,0,0,0,0,36.786833,21.758889,East,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8751,7,Summer,0,0,0,0,36.795,21.755889,East,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8752,7,Summer,0,0,0,0,6.800778,21.738333,East,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8753,7,Summer,0,0,0,0,36.799778,21.734833,East,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8754,7,Summer,0,0,0,0,36.799278,21.730528,East,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8755,7,Summer,0,0,0,0,36.799778,21.728778,East,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8757,7,Summer,0,0,0,0,36.801972,21.72675,East,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8758,7,Summer,0,0,0,0,36.805417,21.724194,East,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8759,7,Summer,0,0,0,0,36.805028,21.71925,East,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8761,7,Summer,0,0,0,0,36.769306,21.693611,West,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8762,7,Summer,290,105,140,45,36.739083,21.701222,West,N,3.5,Mixed,1384,50,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8763,7,Summer,0,0,0,0,36.740444,21.701278,West,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8764,7,Summer,111,78,33,0,36.903167,21.689472,East,N,3.5,Mixed,2518,60,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8765,7,Summer,0,0,0,0,6.768222,21.718722,West,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8766,7,Summer,0,0,0,0,6.779889,21.716056,West,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8767,7,Summer,0,0,0,0,36.780389,21.716639,West,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8769,7,Summer,231,173,34,24,36.741639,21.700972,West,N,3.5,Mixed,5897,100,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8770,7,Summer,261,149,84,28,36.743944,21.700833,West,N,3.5,Mixed,1840,110,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8771,7,Summer,0,0,0,0,36.742611,21.700944,West,N,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8778,7,Summer,1103,894,161,48,36.759028,21.699944,East,N,2.5,Mixed,6778,350,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8781,7,Summer,893,22,36,835,36.759667,21.7025,East,SW,3.5,Mixed,1339,140,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8782,7,Summer,676,378,151,147,36.758833,21.705167,East,SW,3.5,Mixed,6615,260,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8783,7,Summer,515,403,105,7,36.760222,21.706861,East,SW,3.5,Pebbles,1727,127,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8784,7,Summer,0,0,0,0,36.911472,21.672639,East,SW,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8785,7,Summer,138,43,52,43,36.923528,21.673167,East,SW,3.5,Pebbles,527,109,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8786,7,Summer,0,0,0,0,36.926639,21.671583,East,SW,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8787,7,Summer,37,8,29,0,36.934472,21.667639,East,SW,3.5,Pebbles,12,8,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8788,7,Summer,0,0,0,0,36.944083,21.663889,East,SW,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8789,7,Summer,0,0,0,0,36.944306,21.663833,East,SW,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8791,7,Summer,0,0,0,0,36.946083,21.663639,East,SW,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8792,7,Summer,0,0,0,0,36.946972,21.6635,East,SW,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8793,7,Summer,0,0,0,0,36.947472,21.663306,East,SW,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8794,7,Summer,0,0,0,0,36.947944,21.663389,East,SW,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8795,7,Summer,0,0,0,0,36.94925,21.662083,South,SW,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8796,7,Summer,0,0,0,0,36.911556,21.672417,South,SW,3.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8797,7,Summer,0,0,0,0,36.963083,21.662417,East,NW,4.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8798,7,Summer,0,0,0,0,36.973194,21.65925,East,NW,4.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8800,7,Summer,0,0,0,0,37.045778,21.55375,East,NW,4.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8801,7,Summer,0,0,0,0,37.044028,21.556389,East,NW,4.5,Mixed,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8802,7,Summer,0,0,0,0,37.719194,20.988611,South,NW,4.5,Sand,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8803,7,Summer,0,0,0,0,37.719528,20.988556,South,NW,4.5,Sand,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8804,7,Summer,0,0,0,0,37.741,20.958,South,NW,4.5,Sand,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8805,7,Summer,0,0,0,0,37.744667,20.950306,South,NW,4.5,Sand,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8806,7,Summer,0,0,0,0,37.741778,20.957417,South,NW,4.5,Sand,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8807,7,Summer,35,12,23,0,37.897278,21.112861,West,NW,4.5,Pebbles,1678,60,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8808,7,Summer,0,0,0,0,37.843278,21.109722,West,NW,4.5,Pebbles,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8809,7,Summer,0,0,0,0,37.842722,21.109861,West,NW,4.5,Pebbles,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8810,7,Summer,79,14,65,0,37.84225,21.111556,West,NW,4.5,Sand,5488,150,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8812,7,Summer,0,0,0,0,37.754083,20.942917,East,NW,4.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8814,7,Summer,0,0,0,0,37.758806,20.940833,East,NW,4.5,Pebbles,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8815,7,Summer,0,0,0,0,37.759667,20.940806,East,NW,4.5,Sand,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8816,7,Summer,0,0,0,0,37.761,20.939778,East,NW,4.5,Sand,147,31,0,0,69. ΖΑΚΥΝΘΟΣ
8818,7,Summer,0,0,0,0,37.650667,20.820917,East,NW,4.5,Pebbles,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8819,7,Summer,0,0,0,0,37.649944,20.819111,East,NW,4.5,Pebbles,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8820,7,Summer,0,0,0,0,37.649722,20.817639,East,NW,4.5,Pebbles,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8821,7,Summer,0,0,0,0,37.650444,20.8155,East,NW,4.5,Pebbles,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8822,7,Summer,0,0,0,0,37.652722,20.812944,East,NW,4.5,Pebbles,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8823,7,Summer,0,0,0,0,37.670528,20.80075,East,NW,4.5,Pebbles,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8825,7,Summer,0,0,0,0,37.685167,20.774083,East,NW,4.5,Pebbles,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8826,7,Summer,0,0,0,0,37.684417,20.77075,East,NW,4.5,Pebbles,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8828,7,Summer,0,0,0,0,37.679278,20.782972,East,NW,4.5,Pebbles,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8830,7,Summer,289,0,81,208,37.815389,20.8845,East,NW,4.5,Pebbles,217,70,0,0,69. ΖΑΚΥΝΘΟΣ
8831,7,Summer,0,0,0,0,37.81675,20.882139,East,NW,4.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8833,7,Summer,0,0,0,0,37.831444,20.837306,East,NW,4.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8835,7,Summer,0,0,0,0,37.839056,20.818083,East,NW,4.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8836,7,Summer,0,0,0,0,37.838917,20.816167,East,NW,4.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8837,7,Summer,0,0,0,0,37.841139,20.806722,East,NW,4.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8839,7,Summer,0,0,0,0,37.844833,20.784417,East,NW,4.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8840,7,Summer,0,0,0,0,37.844222,20.782833,North,NW,4.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8841,7,Summer,0,0,0,0,37.843917,20.782361,North,NW,4.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8842,7,Summer,139,41,98,0,37.8445,20.78325,North,NW,4.5,Pebbles,880,60,0,0,69. ΖΑΚΥΝΘΟΣ
8843,7,Summer,0,0,0,0,37.854361,20.748611,North,NW,4.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8845,7,Summer,0,0,0,0,37.86025,20.740861,North,NW,4.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8848,7,Summer,0,0,0,0,37.886472,20.719111,North,NW,4.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8849,7,Summer,0,0,0,0,37.905917,20.660889,North,NW,4.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8850,7,Summer,0,0,0,0,37.290861,21.690833,West,NW,3.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8851,7,Summer,404,31,284,89,37.263083,21.674167,West,NW,3.5,Sand,12057,420,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8852,7,Summer,0,0,0,0,37.274667,21.68075,West,NW,3.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8853,7,Summer,0,0,0,0,37.26825,21.677472,West,NW,3.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8854,7,Summer,0,0,0,0,37.415083,21.663139,West,NW,3.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8855,7,Summer,0,0,0,0,37.439306,21.649417,West,NW,3.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8857,7,Summer,517,37,470,10,37.505444,21.600778,West,W,3.5,Sand,452672,2500,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8858,7,Summer,0,0,0,0,37.522889,21.58425,West,W,3.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8859,7,Summer,414,25,292,97,37.540306,21.566667,West,W,3.5,Sand,235774,2100,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8860,7,Summer,1142,340,636,166,37.616639,21.447139,West,W,3.5,Sand,104516,4200,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8861,7,Summer,0,0,0,0,37.646722,21.306139,West,W,4.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8862,7,Summer,0,0,0,0,37.647778,21.306194,West,W,4.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8863,7,Summer,0,0,0,0,37.651806,21.307556,West,W,4.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8864,7,Summer,0,0,0,0,37.652167,21.307306,West,W,4.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8865,7,Summer,0,0,0,0,37.655806,21.309083,West,W,4.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8866,7,Summer,0,0,0,0,37.657833,21.31025,West,W,4.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8867,7,Summer,0,0,0,0,37.659639,21.310139,West,W,4.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8868,7,Summer,0,0,0,0,37.661056,21.310139,West,W,4.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8869,7,Summer,0,0,0,0,37.667111,21.30675,West,W,4.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8870,7,Summer,0,0,0,0,37.674861,21.306139,West,W,3.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8871,7,Summer,0,0,0,0,37.675944,21.307194,West,W,3.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8873,7,Summer,0,0,0,0,37.677806,21.307417,West,W,3.5,Sand,1,1,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8874,7,Summer,156,79,77,0,37.784139,21.276083,West,N,3.5,Sand,18918,628,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8875,7,Summer,347,204,117,26,37.731389,21.308722,West,N,3.5,Sand,12970,450,0,0,113. ΠΕΛΟΠΟΝΗΣΣΟΣ
8877,7,Summer,0,0,0,0,37.901083,20.654028,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8878,7,Summer,0,0,0,0,37.901611,20.654083,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8879,7,Summer,0,0,0,0,37.895917,20.646972,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8880,7,Summer,0,0,0,0,37.880028,20.634444,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8881,7,Summer,0,0,0,0,37.870472,20.629306,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8882,7,Summer,0,0,0,0,37.867278,20.627,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8883,7,Summer,0,0,0,0,37.845833,20.625722,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8884,7,Summer,0,0,0,0,37.8425,20.628139,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8885,7,Summer,0,0,0,0,37.838167,20.629389,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8886,7,Summer,0,0,0,0,37.791889,20.673556,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8887,7,Summer,0,0,0,0,37.788278,20.678083,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8888,7,Summer,0,0,0,0,37.7885,20.67825,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8889,7,Summer,0,0,0,0,37.773083,20.678278,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
8890,7,Summer,0,0,0,0,37.769833,20.674306,West,W,3.5,Mixed,1,1,0,0,69. ΖΑΚΥΝΘΟΣ
