Days of Operations,Special Number,Date,Beaches,Name of Beach,Total Weight,Recycle,Non-Recycle,Blue Net,Coordinates,Orientation,Sediment,WidthLength,Coastline of Clean Beach,Coastline cleaned,Finds/Comments,Beaches complete,Beaches check clean,Road Network,Tourist Business,source_file,source_row,Region,site_id,Month,Season,Latitude,Longitude,WindDirection,WindSpeed
,7122.0,2023-05-30,ΎΔΡΑ ΠΑΡΑΛΊΑ 74,,0.0,0.0,0.0,0.0,"37°19'13.5""N 23°23'49.1""E",North,Pebbles,,15.0,,,0.0,1.0,0,0,Typhoon2,1211,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7122,5,Spring,37.320417,23.396972,SW,3.0
,7123.0,2023-05-30,ΎΔΡΑ ΠΑΡΑΛΊΑ 75,,0.0,0.0,0.0,0.0,"37°19'13.7""N 23°23'49.9""E",North,Pebbles,,12.0,,,0.0,1.0,0,0,Typhoon2,1212,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7123,5,Spring,37.320472,23.397194,SW,3.0
,7124.0,2023-05-30,ΎΔΡΑ ΠΑΡΑΛΊΑ 76,,0.0,0.0,0.0,0.0,"37°19'14.2""N 23°23'52.5""E",North,Pebbles,,46.0,,,0.0,1.0,0,0,Typhoon2,1213,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7124,5,Spring,37.320611,23.397917,SW,3.0
,7125.0,2023-05-30,ΎΔΡΑ ΠΑΡΑΛΊΑ 77,,90.0,4.0,80.0,6.0,"37°19'15.0""N 23°23'57.1""E",North,Pebbles,640.0,,122.0,,1.0,0.0,0,0,Typhoon2,1214,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7125,5,Spring,37.320833,23.399194,SW,3.0
,7126.0,2023-05-30,ΎΔΡΑ ΠΑΡΑΛΊΑ 78,,0.0,0.0,0.0,0.0,"37°19'16.8""N 23°24'04.8""E",North,Mixed,,92.0,,,0.0,1.0,0,0,Typhoon2,1215,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7126,5,Spring,37.321333,23.401333,SW,3.0
94,7127.0,2023-05-31,ΎΔΡΑ ΠΑΡΑΛΊΑ 79,,0.0,0.0,0.0,0.0,"37°19'18.9""N 23°24'08.6""E",North,Sand,,82.0,,,0.0,1.0,0,0,Typhoon2,1216,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7127,5,Spring,37.321917,23.402389,NE,4.0
,724.0,2023-05-31,ΎΔΡΑ ΠΑΡΑΛΊΑ 80,ΠΑΡΑΛΊΑ ΜΌΛΟΣ,100.0,6.0,94.0,0.0,"37°19'30.2""N 23°24'52.1""E",North,Sand,3899.0,,390.0,,1.0,0.0,0,0,Typhoon2,1217,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,724,5,Spring,37.325056,23.414472,NE,4.0
,7128.0,2023-05-31,ΎΔΡΑ ΠΑΡΑΛΊΑ 81,,11.0,0.0,11.0,0.0,"37°19'36.0""N 23°24'54.8""E",North,Pebbles,16.0,,5.0,,1.0,0.0,0,0,Typhoon2,1218,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7128,5,Spring,37.326667,23.415222,NE,4.0
,723.0,2023-05-31,ΎΔΡΑ ΠΑΡΑΛΊΑ 82,ΠΑΡΑΛΊΑ ΆΓΙΟΣ ΚΥΠΡΙΑΝΌΣ,140.0,11.0,12.0,117.0,"37°19'40.6""N 23°25'16.7""E",North,Pebbles,257.0,,24.0,,1.0,0.0,0,0,Typhoon2,1219,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,723,5,Spring,37.327944,23.421306,NE,4.0
,7129.0,2023-05-31,ΎΔΡΑ ΠΑΡΑΛΊΑ 83 (1),ΠΑΡΑΛΊΑ ΠΑΛΑΜΊΔΑΣ,21.0,0.0,21.0,0.0,"37°19'52.8""N 23°25'44.0""E",North,Mixed,,,116.0,IN PROGRESS,0.0,0.0,1,0,Typhoon2,1220,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7129,5,Spring,37.331333,23.428889,NE,4.0
95,7130.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 83 (2),ΠΑΡΑΛΊΑ ΠΑΛΑΜΊΔΑΣ,175.0,12.0,163.0,0.0,"37°19'52.8""N 23°25'44.0""E",North,Mixed,1816.0,,116.0,,1.0,0.0,1,0,Typhoon2,1221,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7130,6,Summer,37.331333,23.428889,NE,4.0
,7131.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 84,,0.0,0.0,0.0,0.0,"37°20'00.7""N 23°25'51.9""E",North,Pebbles,,10.0,,,0.0,1.0,0,0,Typhoon2,1222,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7131,6,Summer,37.333528,23.431083,NE,4.0
,7132.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 85,,0.0,0.0,0.0,0.0,"37°20'03.9""N 23°25'57.8""E",North,Pebbles,,3.0,,,0.0,1.0,0,0,Typhoon2,1223,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7132,6,Summer,37.334417,23.432722,NE,4.0
,7133.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 86,,0.0,0.0,0.0,0.0,"37°20'06.1""N 23°26'02.1""E",North,Pebbles,,4.0,,,0.0,1.0,0,0,Typhoon2,1224,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7133,6,Summer,37.335028,23.433917,NE,4.0
,7134.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 87,,0.0,0.0,0.0,0.0,"37°20'08.3""N 23°26'08.0""E",North,Pebbles,,11.0,,,0.0,1.0,0,0,Typhoon2,1225,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7134,6,Summer,37.335639,23.435556,NE,4.0
,7135.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 88,,0.0,0.0,0.0,0.0,"37°20'08.7""N 23°26'09.2""E",North,Pebbles,,26.0,,,0.0,1.0,0,1,Typhoon2,1226,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7135,6,Summer,37.33575,23.435889,NE,4.0
,7136.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 89,,0.0,0.0,0.0,0.0,"37°20'10.2""N 23°26'12.5""E",North,Pebbles,,80.0,,,0.0,1.0,0,1,Typhoon2,1227,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7136,6,Summer,37.336167,23.436806,NE,4.0
,7137.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 90,,0.0,0.0,0.0,0.0,"37°20'11.7""N 23°26'14.5""E",North,Pebbles,,42.0,,,0.0,1.0,0,1,Typhoon2,1228,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7137,6,Summer,37.336583,23.437361,NE,4.0
,7138.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 91,,0.0,0.0,0.0,0.0,"37°20'12.3""N 23°26'16.8""E",North,Pebbles,,43.0,,,0.0,1.0,0,1,Typhoon2,1229,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7138,6,Summer,37.33675,23.438,NE,4.0
,7139.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 92,,0.0,0.0,0.0,0.0,"37°20'13.4""N 23°26'18.8""E",North,Pebbles,,14.0,,,0.0,1.0,0,1,Typhoon2,1230,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7139,6,Summer,37.337056,23.438556,NE,4.0
,7140.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 93,,0.0,0.0,0.0,0.0,"37°20'21.1""N 23°26'29.8""E",North,Pebbles,,49.0,,,0.0,1.0,0,1,Typhoon2,1231,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7140,6,Summer,37.339194,23.441611,NE,4.0
,7141.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 94,,0.0,0.0,0.0,0.0,"37°20'22.8""N 23°26'31.1""E",North,Pebbles,,22.0,,,0.0,1.0,0,1,Typhoon2,1232,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7141,6,Summer,37.339667,23.441972,NE,4.0
,7142.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 95,,67.0,0.0,67.0,0.0,"37°20'24.8""N 23°26'32.6""E",North,Pebbles,52.0,,15.0,,1.0,0.0,1,1,Typhoon2,1233,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7142,6,Summer,37.340222,23.442389,NE,4.0
,7143.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 96,,0.0,0.0,0.0,0.0,"37°20'26.3""N 23°26'33.7""E",North,Pebbles,,42.0,,,0.0,1.0,1,1,Typhoon2,1234,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7143,6,Summer,37.340639,23.442694,NE,4.0
,7144.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 97,,0.0,0.0,0.0,0.0,"37°20'31.4""N 23°26'38.6""E",North,Pebbles,,159.0,,,0.0,1.0,1,1,Typhoon2,1235,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7144,6,Summer,37.342056,23.444056,NE,4.0
,7145.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 98,,0.0,0.0,0.0,0.0,"37°20'33.2""N 23°26'41.8""E",ΔΥΤΙΚΗ,Pebbles,,64.0,,,0.0,1.0,1,1,Typhoon2,1236,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7145,6,Summer,37.342556,23.444944,NE,4.0
,7146.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 99,,0.0,0.0,0.0,0.0,"37°20'35.2""N 23°26'45.7""E",ΔΥΤΙΚΗ,Pebbles,,37.0,,,0.0,1.0,1,1,Typhoon2,1237,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7146,6,Summer,37.343111,23.446028,NE,4.0
,7147.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 100,,0.0,0.0,0.0,0.0,"37°20'37.7""N 23°26'46.6""E",ΔΥΤΙΚΗ,Pebbles,,17.0,,,0.0,1.0,1,1,Typhoon2,1238,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7147,6,Summer,37.343806,23.446278,NE,4.0
,7148.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 101,,0.0,0.0,0.0,0.0,"37°20'41.7""N 23°26'58.8""E",ΔΥΤΙΚΗ,Pebbles,,6.0,,,0.0,1.0,1,1,Typhoon2,1239,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7148,6,Summer,37.344917,23.449667,NE,4.0
,7149.0,2023-06-01,ΎΔΡΑ ΠΑΡΑΛΊΑ 102,ΠΑΡΑΛΊΑ ΑΥΛΆΚΙ,0.0,0.0,0.0,0.0,"37°21'01.5""N 23°27'42.3""E",ΔΥΤΙΚΗ,Pebbles,,20.0,,,0.0,1.0,1,1,Typhoon2,1240,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7149,6,Summer,37.350417,23.46175,NE,4.0
96,7150.0,2023-06-02,ΎΔΡΑ ΠΑΡΑΛΊΑ 103,,0.0,0.0,0.0,0.0,"37°21'14.8""N 23°28'33.0""E",North,Pebbles,,7.0,,,0.0,1.0,1,1,Typhoon2,1241,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7150,6,Summer,37.354111,23.475833,E,4.0
,7151.0,2023-06-02,ΎΔΡΑ ΠΑΡΑΛΊΑ 104,,15.0,0.0,15.0,0.0,"37°21'12.1""N 23°28'50.9""E",North,Pebbles,33.0,,5.0,,1.0,0.0,1,1,Typhoon2,1242,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7151,6,Summer,37.353361,23.480806,E,4.0
,7152.0,2023-06-02,ΎΔΡΑ ΠΑΡΑΛΊΑ 105 (1),,517.0,38.0,289.0,190.0,"37°21'26.5""N 23°29'30.0""E",North,Pebbles,,,63.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,1243,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7152,6,Summer,37.357361,23.491667,E,4.0
97,7152.0,2023-06-03,ΎΔΡΑ ΠΑΡΑΛΊΑ 105 (2),,421.0,11.0,402.0,8.0,"37°21'26.5""N 23°29'30.0""E",North,Pebbles,,,63.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,1244,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7152,6,Summer,37.357361,23.491667,E,2.0
98,7152.0,2023-06-04,ΎΔΡΑ ΠΑΡΑΛΊΑ 105 (3),,423.0,34.0,389.0,0.0,"37°21'26.5""N 23°29'30.0""E",North,Pebbles,2210.0,,63.0,,1.0,0.0,0,0,Typhoon2,1245,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7152,6,Summer,37.357361,23.491667,E,2.0
,7153.0,2023-06-04,ΎΔΡΑ ΠΑΡΑΛΊΑ 106,,220.0,13.0,207.0,0.0,"37°21'48.1""N 23°30'17.1""E",North,Pebbles,241.0,,44.0,,1.0,0.0,0,0,Typhoon2,1246,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7153,6,Summer,37.363361,23.50475,E,2.0
,7154.0,2023-06-04,ΎΔΡΑ ΠΑΡΑΛΊΑ 107,,88.0,5.0,83.0,0.0,"37°21'56.4""N 23°30'58.1""E",North,Pebbles,476.0,,72.0,,1.0,0.0,0,0,Typhoon2,1247,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7154,6,Summer,37.365667,23.516139,E,2.0
99,7155.0,2023-06-05,ΎΔΡΑ ΠΑΡΑΛΊΑ 108,,205.0,38.0,152.0,15.0,"37°21'51.1""N 23°31'40.9""E",North,Pebbles,323.0,,10.0,,1.0,0.0,0,0,Typhoon2,1248,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7155,6,Summer,37.364194,23.528028,N,5.0
,691.0,2023-06-05,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 43 (2),,5.0,0.0,5.0,0.0,"37°20'05.5""N 23°20'09.6""E",North,Pebbles,497.0,,47.0,,1.0,0.0,0,0,Typhoon2,1249,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,691,6,Summer,37.334861,23.336,N,5.0
,715.0,2023-06-05,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 109,,42.0,11.0,31.0,0.0,"37°20'37.4""N 23°21'23.0""E",North,Pebbles,137.0,,13.0,,1.0,0.0,0,0,Typhoon2,1250,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,715,6,Summer,37.343722,23.356389,N,5.0
,716.0,2023-06-05,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 110,,38.0,2.0,36.0,0.0,"37°20'39.1""N 23°21'16.2""E",North,Pebbles,467.0,,22.0,,1.0,0.0,0,0,Typhoon2,1251,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,716,6,Summer,37.344194,23.3545,N,5.0
,7156.0,2023-06-05,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 111,,0.0,0.0,0.0,0.0,"37°20'54.0""N 23°20'57.9""E",North,Pebbles,,2.0,,,0.0,1.0,0,0,Typhoon2,1252,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7156,6,Summer,37.348333,23.349417,N,5.0
,7157.0,2023-06-05,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 112,,0.0,0.0,0.0,0.0,"37°20'54.7""N 23°20'57.6""E",North,Pebbles,,13.0,,,0.0,1.0,0,0,Typhoon2,1253,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7157,6,Summer,37.348528,23.349333,N,5.0
,7158.0,2023-06-05,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 113,,41.0,0.0,32.0,9.0,"37°20'55.4""N 23°20'57.9""E",North,Pebbles,20.0,,10.0,,1.0,0.0,0,0,Typhoon2,1254,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7158,6,Summer,37.348722,23.349417,N,5.0
,7159.0,2023-06-05,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 114,,0.0,0.0,0.0,0.0,"37°20'56.6""N 23°20'48.6""E",North,Pebbles,,13.0,,,0.0,1.0,0,0,Typhoon2,1255,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7159,6,Summer,37.349056,23.346833,N,5.0
100,690.0,2023-06-06,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 115,,0.0,0.0,0.0,0.0,"37°20'05.4""N 23°20'05.9""E",North,Pebbles,,26.0,,,0.0,1.0,0,0,Typhoon2,1256,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,690,6,Summer,37.334833,23.334972,N,3.0
,689.0,2023-06-06,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 116 (1),,86.0,0.0,86.0,0.0,"37°20'04.3""N 23°19'55.8""E",North,Pebbles,,,22.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,1257,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,689,6,Summer,37.334528,23.332167,N,3.0
101,689.0,2023-06-07,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 116 (2),,25.0,0.0,25.0,0.0,"37°20'04.3""N 23°19'55.8""E",North,Pebbles,228.0,,22.0,,1.0,0.0,0,0,Typhoon2,1258,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,689,6,Summer,37.334528,23.332167,SE,2.0
,7160.0,2023-06-07,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 117 (1),,279.0,27.0,247.0,5.0,"37°20'34.8""N 23°19'29.8""E",North,Mixed,,,20.0,IN PROGRESS,0.0,0.0,0,0,Typhoon2,1259,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7160,6,Summer,37.343,23.324944,SE,2.0
102,7160.0,2023-06-08,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 117 (2),,38.0,0.0,38.0,0.0,"37°20'34.8""N 23°19'29.8""E",North,Mixed,262.0,,20.0,,1.0,0.0,0,0,Typhoon2,1260,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7160,6,Summer,37.343,23.324944,N,5.0
,7161.0,2023-06-08,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 118,,175.0,0.0,175.0,0.0,"37°20'42.2""N 23°19'26.2""E",North,Mixed,1107.0,,70.0,,1.0,0.0,0,0,Typhoon2,1261,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7161,6,Summer,37.345056,23.323944,N,5.0
,7162.0,2023-06-08,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 119,,31.0,4.0,22.0,5.0,"37°20'46.4""N 23°19'17.3""E",North,Pebbles,121.0,,25.0,,1.0,0.0,0,0,Typhoon2,1262,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7162,6,Summer,37.346222,23.321472,N,5.0
,692.0,2023-06-08,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 120,,42.0,1.0,36.0,5.0,"37°20'45.8""N 23°19'13.7""E",North,Pebbles,369.0,75.0,,,1.0,0.0,0,0,Typhoon2,1263,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,692,6,Summer,37.346056,23.320472,N,5.0
,7163.0,2023-06-08,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 121,,0.0,0.0,0.0,0.0,"37°20'46.2""N 23°19'10.9""E",North,Pebbles,,7.0,,,0.0,1.0,0,0,Typhoon2,1264,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7163,6,Summer,37.346167,23.319694,N,5.0
,7164.0,2023-06-08,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 122,,0.0,0.0,0.0,0.0,"37°20'43.2""N 23°19'03.3""E",North,Pebbles,,6.0,,,0.0,1.0,0,0,Typhoon2,1265,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7164,6,Summer,37.345333,23.317583,N,5.0
,7165.0,2023-06-08,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 123,,14.0,0.0,14.0,0.0,"37°20'37.9""N 23°19'00.7""E",North,Pebbles,185.0,,27.0,,1.0,0.0,0,0,Typhoon2,1266,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7165,6,Summer,37.343861,23.316861,N,5.0
,7166.0,2023-06-08,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 124,,0.0,0.0,0.0,0.0,"37°20'33.5""N 23°18'46.6""E",North,Pebbles,35.0,,,,0.0,1.0,0,0,Typhoon2,1267,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7166,6,Summer,37.342639,23.312944,N,5.0
,7167.0,2023-06-08,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 125,,20.0,0.0,20.0,0.0,"37°20'26.9""N 23°18'40.9""E",North,Pebbles,5.0,,5.0,,1.0,0.0,0,0,Typhoon2,1268,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7167,6,Summer,37.340806,23.311361,E,2.0
,7168.0,2023-06-08,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 126,,25.0,3.0,22.0,0.0,"37°20'24.1""N 23°18'36.3""E",North,Pebbles,23.0,,8.0,,1.0,0.0,0,0,Typhoon2,1269,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7168,6,Summer,37.340028,23.310083,E,2.0
,8.0,2023-06-08,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 127 (1),,9.0,0.0,9.0,0.0,"37°20'19.1""N 23°18'12.0""E",North,Pebbles,50.0,,,IN PROGRESS,0.0,0.0,0,0,Typhoon2,1270,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,8,6,Summer,37.338639,23.303333,E,2.0
103,8.0,2023-06-09,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 127 (2),,35.0,0.0,35.0,0.0,"37°20'19.1""N 23°18'12.0""E",North,Pebbles,346.0,,50.0,,1.0,0.0,0,0,Typhoon2,1271,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,8,6,Summer,37.338639,23.303333,Calm,0.0
,7.0,2023-06-09,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 128 (1),,123.0,22.0,101.0,0.0,"37°20'19.6""N 23°17'53.9""E",North,Pebbles,18.0,,,IN PROGRESS,0.0,0.0,0,0,Typhoon2,1272,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7,6,Summer,37.338778,23.298306,Calm,0.0
104,7.0,2023-06-10,ΔΟΚΌΣ ΠΑΡΑΛΊΑ 128 (2),,91.0,0.0,91.0,0.0,"37°20'19.6""N 23°17'53.9""E",North,Pebbles,330.0,,18.0,,1.0,0.0,0,0,Typhoon2,1273,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7,6,Summer,37.338778,23.298306,E,2.0
122,7169.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 129,,0.0,0.0,0.0,0.0,"37°31'04.3""N 23°25'25.0""E",South,,,9.0,,,0.0,1.0,,,Typhoon2,1274,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7169,6,Summer,37.517861,23.423611,NE,2.0
,7170.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 130,,0.0,0.0,0.0,0.0,"37°31'08.4""N 23°25'39.9""E",South,,,14.0,,,0.0,1.0,,,Typhoon2,1275,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7170,6,Summer,37.519,23.42775,NE,2.0
,7171.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 131,,0.0,0.0,0.0,0.0,"37°31'00.4""N 23°25'47.4""E",North,,,131.0,,,0.0,1.0,,,Typhoon2,1276,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7171,6,Summer,37.516778,23.429833,NE,2.0
,7172.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 132,,0.0,0.0,0.0,0.0,"37°31'08.8""N 23°25'41.1""E",South,,,3.0,,,0.0,1.0,,,Typhoon2,1277,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7172,6,Summer,37.519111,23.428083,NE,2.0
,7173.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 133,,0.0,0.0,0.0,0.0,"37°31'08.9""N 23°25'41.9""E",South,,,7.0,,,0.0,1.0,,,Typhoon2,1278,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7173,6,Summer,37.519139,23.428306,NE,2.0
,7174.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 134,,0.0,0.0,0.0,0.0,"37°31'08.9""N 23°25'43.3""E",South,,,14.0,,,0.0,1.0,,,Typhoon2,1279,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7174,6,Summer,37.519139,23.428694,NE,2.0
,7175.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 135,,0.0,0.0,0.0,,"37°31'08.7""N 23°25'44.2""E",South,,,3.0,,,0.0,1.0,,,Typhoon2,1280,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7175,6,Summer,37.519083,23.428944,NE,2.0
,7176.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 136,,0.0,0.0,0.0,0.0,"37°31'06.4""N 23°25'48.6""E",South,,,20.0,,,0.0,1.0,,,Typhoon2,1281,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7176,6,Summer,37.518444,23.430167,NE,2.0
,7177.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 137,,22.0,0.0,22.0,0.0,"37°31'10.4""N 23°25'54.6""E",South,Mixed,175.0,,44.0,,1.0,0.0,1,0,Typhoon2,1282,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7177,6,Summer,37.519556,23.431833,NE,2.0
,7178.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 138,,0.0,0.0,0.0,0.0,"37°30'54.7""N 23°26'09.4""E",ΔΥΤΙΚΗ,,,20.0,,,0.0,1.0,,,Typhoon2,1283,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7178,6,Summer,37.515194,23.435944,NE,2.0
,7179.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 139,,0.0,0.0,0.0,0.0,"37°30'53.9""N 23°26'10.2""E",ΔΥΤΙΚΗ,,,6.0,,,0.0,1.0,,,Typhoon2,1284,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7179,6,Summer,37.514972,23.436167,NE,2.0
,7180.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 140,,0.0,0.0,0.0,0.0,"37°30'52.9""N 23°26'15.6""E",South,,,9.0,,,0.0,1.0,,,Typhoon2,1285,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7180,6,Summer,37.514694,23.437667,NE,2.0
,7181.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 141,,0.0,0.0,0.0,0.0,"37°30'51.2""N 23°26'19.7""E",ΔΥΤΙΚΗ,,,8.0,,,0.0,1.0,,,Typhoon2,1286,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7181,6,Summer,37.514222,23.438806,NE,2.0
,7182.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 142,,0.0,0.0,0.0,0.0,"37°30'50.5""N 23°26'19.6""E",ΔΥΤΙΚΗ,,,5.0,,,0.0,1.0,,,Typhoon2,1287,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7182,6,Summer,37.514028,23.438778,NE,2.0
,7183.0,2023-06-28,ΠΌΡΟΣ ΠΑΡΑΛΊΑ 143,,0.0,0.0,0.0,0.0,"37°30'48.6""N 23°26'21.2""E",South,,,8.0,,,0.0,1.0,,,Typhoon2,1288,ΑΡΓΟΣΑΡΩΝΙΚΟΣ,7183,6,Summer,37.5135,23.439222,NE,2.0
